artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Gen Hoshino,5SuOikwiRyPMVoIQDJUgSV,Comedy,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,58,j-acoustic j-pop japanese_singer-songwriter,65,"['j-acoustic', 'j-pop', 'japanese_singer-songwriter']",low,Neutral
Ben Woodward,4qPNDBW1i3p13qLCt0Ki3A,Ghost - Acoustic,0.42,0.166,1,-17.235,1,0.0763,0.924,5.56e-06,0.101,0.267,77.489,43,acoustic_chill,45,['acoustic_chill'],low,Neutral
Ingrid Michaelson,1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,0.438,0.359,0,-9.734,1,0.0557,0.21,0.0,0.117,0.12,76.332,54,acoustic_pop ectofolk lilith neo_mellow,51,"['acoustic_pop', 'ectofolk', 'lilith', 'neo_mellow']",low,Neutral
Kina Grannis,6lfxq3CG4xtTiEg7opyCyx,Can't Help Falling In Love,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,57,acoustic_pop viral_pop,67,"['acoustic_pop', 'viral_pop']",high,Positive
Chord Overstreet,5vjLSffimiIP26QG5WcN2K,Hold On,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,59,acoustic_pop singer-songwriter_pop,79,"['acoustic_pop', 'singer-songwriter_pop']",low,Neutral
Tyrone Wells,01MVOl9KtVTNfFiBU9I7dc,Days I Will Remember,0.688,0.481,6,-8.807,1,0.105,0.289,0.0,0.189,0.666,98.017,43,acoustic_pop neo_mellow,0,"['acoustic_pop', 'neo_mellow']",low,Neutral
A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,Say Something,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,57,neo_mellow piano_rock pop_rock viral_pop,71,"['neo_mellow', 'piano_rock', 'pop_rock', 'viral_pop']",low,Neutral
Jason Mraz,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,69,acoustic_pop dance_pop neo_mellow pop,77,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Jason Mraz,0IktbUcnAGrvD03AWnz3Q8,Lucky,0.625,0.414,0,-8.7,1,0.0369,0.294,0.0,0.151,0.669,130.088,69,acoustic_pop dance_pop neo_mellow pop,69,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",high,Positive
Ross Copperman,7k9GuJYLp2AzqokyEdwEw2,Hunger,0.442,0.632,1,-6.77,1,0.0295,0.426,0.00419,0.0735,0.196,78.899,39,acoustic_pop piano_rock,55,"['acoustic_pop', 'piano_rock']",low,Neutral
Zack Tabudlo,4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,0.627,0.363,8,-8.127,1,0.0291,0.279,0.0,0.0928,0.301,99.905,66,acoustic_opm opm p-pop,72,"['acoustic_opm', 'opm', 'p-pop']",low,Neutral
Jason Mraz,5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,69,acoustic_pop dance_pop neo_mellow pop,68,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Dan Berk,4ptDJbJl35d7gQfeNteBwp,Solo,0.489,0.314,7,-9.245,0,0.0331,0.749,0.0,0.113,0.607,124.234,41,acoustic_chill,40,['acoustic_chill'],low,Neutral
Anna Hamilton,0X9MxHR1rTkEHDjp95F2OO,Bad Liar,0.691,0.234,3,-6.441,1,0.0285,0.777,0.0,0.12,0.209,87.103,37,acoustic_chill,57,['acoustic_chill'],high,Negative
Chord Overstreet,4LbWtBkN82ZRhz9jqzgrb3,Hold On - Remix,0.755,0.78,2,-6.084,1,0.0327,0.124,2.83e-05,0.121,0.387,120.004,59,acoustic_pop singer-songwriter_pop,49,"['acoustic_pop', 'singer-songwriter_pop']",low,Neutral
Landon Pigg,1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,0.489,0.561,4,-7.933,1,0.0274,0.2,4.56e-05,0.179,0.238,83.457,35,acoustic_pop,52,['acoustic_pop'],high,Positive
Andrew Foy,6xKeQgzfjixSUld14qUezm,ily (i love you baby),0.706,0.112,2,-18.098,1,0.0391,0.827,4.03e-06,0.125,0.414,110.154,39,acoustic_guitar_cover,50,['acoustic_guitar_cover'],high,Positive
Andrew Foy,4Yo0igmcoNyat1secaH0OD,At My Worst,0.795,0.0841,10,-18.09,0,0.0461,0.742,1.17e-05,0.0853,0.609,91.803,39,acoustic_guitar_cover,47,['acoustic_guitar_cover'],high,Negative
Boyce Avenue,6CgNoAbFJ4Q4Id4EjtbXlC,Photograph,0.717,0.32,3,-8.393,1,0.0283,0.83,0.0,0.107,0.322,107.946,65,acoustic_cover neo_mellow viral_pop,64,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Boyce Avenue,210JCw2LbYD4YIs8GiZ9iP,Demons,0.678,0.351,0,-8.654,1,0.0266,0.747,0.0,0.355,0.569,90.032,65,acoustic_cover neo_mellow viral_pop,59,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Jason Mraz,0BUuuEvNa5T4lMaewyiudB,93 Million Miles,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,69,acoustic_pop dance_pop neo_mellow pop,2,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Jason Mraz,3Hn3LfhrQOaKihdCibJsTs,Unlonely,0.796,0.667,5,-4.831,0,0.0392,0.381,0.0,0.221,0.754,97.988,69,acoustic_pop dance_pop neo_mellow pop,0,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Jason Mraz,6D33wCKzWtNEgOovgeVJ7r,Bella Luna,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,69,acoustic_pop dance_pop neo_mellow pop,1,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Jason Mraz,5IfCZDRXZrqZSm8AwE44PG,Winter Wonderland,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,69,acoustic_pop dance_pop neo_mellow pop,0,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Jason Mraz,0dzKBptH2P5j5a0MifBMwM,If It Kills Me,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,69,acoustic_pop dance_pop neo_mellow pop,0,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Chord Overstreet,1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,0.593,0.455,6,-8.192,1,0.0388,0.366,0.0,0.0914,0.564,202.019,59,acoustic_pop singer-songwriter_pop,0,"['acoustic_pop', 'singer-songwriter_pop']",high,Positive
Brandi Carlile,3H36x7buZdQD4687VmFrwY,Party of One,0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",low,Neutral
Brandi Carlile,0xbMRcMFqxJq1Wa7tvWPtn,Party of One (feat. Sam Smith),0.296,0.206,0,-11.799,1,0.0412,0.782,0.000225,0.0959,0.202,165.4,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",low,Neutral
KT Tunstall,62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,59,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,0,"['ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'scottish_singer-songwriter']",high,Negative
Brandi Carlile,3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,0.501,0.0952,2,-12.931,1,0.054,0.963,1.58e-05,0.0915,0.316,138.016,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",high,Positive
Brandi Carlile,1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,0.606,0.326,10,-10.031,1,0.0294,0.841,0.0,0.139,0.414,91.626,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",low,Neutral
Eddie Vedder,6sp6Vx3sv2l5qxPfbQkcyt,The Haves,0.474,0.519,7,-5.291,1,0.0253,0.281,0.0,0.107,0.326,151.832,59,acoustic_rock grunge permanent_wave,0,"['acoustic_rock', 'grunge', 'permanent_wave']",low,Neutral
Brandi Carlile,1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,0.568,0.301,10,-10.163,0,0.0373,0.796,3.37e-06,0.118,0.142,88.029,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",high,Negative
Brandi Carlile,0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,0.568,0.686,1,-6.635,1,0.033,0.15,1.81e-06,0.0881,0.725,172.075,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",low,Neutral
Brandi Carlile,6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",0.476,0.666,6,-3.438,1,0.0446,0.314,0.0,0.342,0.498,148.155,61,acoustic_pop ectofolk folk indie_folk lilith modern_folk_rock new_americana,0,"['acoustic_pop', 'ectofolk', 'folk', 'indie_folk', 'lilith', 'modern_folk_rock', 'new_americana']",low,Neutral
Highland Peak,72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,0.596,0.2,0,-10.424,0,0.0305,0.91,0.000183,0.0884,0.308,107.893,37,acoustic_chill,33,['acoustic_chill'],low,Neutral
Motohiro Hata,3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,51,j-acoustic j-pop j-rock japanese_singer-songwriter,58,"['j-acoustic', 'j-pop', 'j-rock', 'japanese_singer-songwriter']",low,Neutral
Andrew Belle,2DHDuADAHoUW6n0z80RLQF,Pieces,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,50,acoustic_pop,54,['acoustic_pop'],low,Neutral
Ron Pope,5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,51,neo_mellow piano_rock viral_pop,68,"['neo_mellow', 'piano_rock', 'viral_pop']",low,Neutral
Adam Christopher,2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,0.576,0.331,6,-9.389,0,0.0306,0.894,3.44e-05,0.129,0.407,149.02,45,acoustic_cover,47,['acoustic_cover'],high,Positive
Andrew Belle,6xJOhSm4SvZwzy3uhWz26O,The Enemy,0.536,0.89,1,-5.222,1,0.0375,0.078,0.0202,0.131,0.273,121.974,50,acoustic_pop,52,['acoustic_pop'],low,Neutral
Aron Wright,7lLKxcNeJtDTWVRKHovLEC,Build It Better,0.526,0.333,4,-13.02,1,0.0314,0.91,0.168,0.111,0.159,94.951,42,acoustic_pop deep_acoustic_pop,50,"['acoustic_pop', 'deep_acoustic_pop']",high,Positive
Chord Overstreet,25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,0.501,0.381,0,-9.448,1,0.036,0.687,0.00133,0.119,0.502,80.075,59,acoustic_pop singer-songwriter_pop,23,"['acoustic_pop', 'singer-songwriter_pop']",low,Neutral
Sara Bareilles,4oa14QBfWRDfJy2agySy0L,Gravity,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,61,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop,63,"['acoustic_pop', 'ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'post-teen_pop']",low,Neutral
Chord Overstreet,2gRKq9rIC5i1zuxp06zJWH,What's Left of You,0.731,0.507,0,-6.477,1,0.046,0.572,0.0,0.0912,0.265,117.969,59,acoustic_pop singer-songwriter_pop,62,"['acoustic_pop', 'singer-songwriter_pop']",low,Neutral
Zack Tabudlo,08MFgEQeVLF37EyZ7jcwLc,Pano,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,66,acoustic_opm opm p-pop,70,"['acoustic_opm', 'opm', 'p-pop']",low,Neutral
Andrew Belle,6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,0.43,0.791,6,-5.419,0,0.0302,0.0726,0.0193,0.11,0.217,171.864,50,acoustic_pop,48,['acoustic_pop'],low,Neutral
Kurt Cobain,7x4b0UccXSKBWxWmjcrG2T,And I Love Her,0.616,0.282,1,-15.317,1,0.0331,0.983,0.833,0.13,0.435,96.638,49,acoustic_rock grunge,65,"['acoustic_rock', 'grunge']",high,Positive
Boyce Avenue,6owKuyHxUqidcAA6fPKSyy,We Can't Stop,0.705,0.347,2,-8.249,1,0.0301,0.674,0.0,0.12,0.36,80.057,65,acoustic_cover neo_mellow viral_pop,62,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Tim Halperin,0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,0.582,0.255,4,-10.254,1,0.0306,0.772,0.0,0.0889,0.285,139.884,46,channel_pop indiecoustica,0,"['channel_pop', 'indiecoustica']",low,Neutral
Canyon City,3e5yu9MkIvQx17mm7LF6KY,Alone with You,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,41,acoustic_pop indie_anthem-folk indiecoustica modern_indie_folk,45,"['acoustic_pop', 'indie_anthem-folk', 'indiecoustica', 'modern_indie_folk']",low,Neutral
Aaron Espe,6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,0.787,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.48,99.978,46,modern_indie_folk stomp_and_flutter,64,"['modern_indie_folk', 'stomp_and_flutter']",high,Positive
Sara Bareilles,2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,61,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop,63,"['acoustic_pop', 'ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'post-teen_pop']",low,Neutral
Andrew Belle,7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,0.548,0.42,0,-7.842,1,0.0277,0.198,4.46e-06,0.0899,0.196,128.012,50,acoustic_pop,59,['acoustic_pop'],low,Neutral
Tyler Ward,0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),0.787,0.403,0,-11.989,1,0.033,0.603,0.00857,0.131,0.264,118.042,47,acoustic_cover viral_pop,5,"['acoustic_cover', 'viral_pop']",high,Positive
Five For Fighting,3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,53,neo_mellow piano_rock pop_rock,68,"['neo_mellow', 'piano_rock', 'pop_rock']",high,Negative
Andrew Belle,3Et4LKZLnXygPYfNdeB3D3,When the End Comes,0.541,0.575,9,-9.463,1,0.0491,0.677,0.215,0.102,0.428,91.98,50,acoustic_pop,48,['acoustic_pop'],low,Neutral
Bailey Jehl,2E9viCx0hJKNKNThd2MdGQ,You're Still The One,0.607,0.473,2,-8.555,1,0.034,0.712,0.0,0.66,0.54,119.698,49,acoustic_chill,0,['acoustic_chill'],low,Neutral
Ingrid Michaelson,0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,0.417,0.595,6,-7.84,1,0.0396,0.158,0.000269,0.101,0.117,147.928,54,acoustic_pop ectofolk lilith neo_mellow,52,"['acoustic_pop', 'ectofolk', 'lilith', 'neo_mellow']",high,Positive
A Great Big World,2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,0.709,0.913,7,-5.148,1,0.0748,0.0182,0.0,0.167,0.519,108.024,57,neo_mellow piano_rock pop_rock viral_pop,53,"['neo_mellow', 'piano_rock', 'pop_rock', 'viral_pop']",low,Neutral
Eddie Vedder,4qCbMMMuEB56kHd4zPE6GD,The Long Road,0.537,0.342,2,-13.553,1,0.0273,0.645,0.266,0.0687,0.253,109.236,59,acoustic_rock grunge permanent_wave,42,"['acoustic_rock', 'grunge', 'permanent_wave']",high,Negative
Drew Holcomb & The Neighbors,11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,54,acoustic_pop stomp_and_holler,56,"['acoustic_pop', 'stomp_and_holler']",low,Neutral
Jason Mraz,7BXW1QCg56yzEBV8pW8pah,Have It All,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,69,acoustic_pop dance_pop neo_mellow pop,63,"['acoustic_pop', 'dance_pop', 'neo_mellow', 'pop']",low,Neutral
Gabrielle Aplin,2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,0.451,0.7,10,-6.597,0,0.0431,0.455,0.00233,0.405,0.37,150.055,51,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,0,"['acoustic_pop', 'indie_anthem-folk', 'neo-singer-songwriter', 'uk_pop', 'viral_pop']",high,Negative
Gabrielle Aplin,5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,0.546,0.391,2,-10.786,0,0.063,0.784,2.72e-06,0.0552,0.202,139.669,51,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,1,"['acoustic_pop', 'indie_anthem-folk', 'neo-singer-songwriter', 'uk_pop', 'viral_pop']",low,Neutral
Eddie Vedder,3bHhUEOTIbezeZ856R0BX5,Society,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,59,acoustic_rock grunge permanent_wave,68,"['acoustic_rock', 'grunge', 'permanent_wave']",low,Neutral
Gabrielle Aplin,0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,51,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,0,"['acoustic_pop', 'indie_anthem-folk', 'neo-singer-songwriter', 'uk_pop', 'viral_pop']",high,Positive
Eddie Vedder,4LGF2tDg3878bs0mQPByZ4,Guaranteed,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.351,100.734,59,acoustic_rock grunge permanent_wave,58,"['acoustic_rock', 'grunge', 'permanent_wave']",low,Neutral
Sara Bareilles,6Uy6K3KdmUdAfelUp0SeXn,Brave,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,61,acoustic_pop ectofolk lilith neo_mellow pop_rock post-teen_pop,67,"['acoustic_pop', 'ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'post-teen_pop']",high,Positive
Five For Fighting,0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,0.6,0.845,10,-7.076,1,0.0311,0.048,0.0,0.24,0.392,97.631,53,neo_mellow piano_rock pop_rock,52,"['neo_mellow', 'piano_rock', 'pop_rock']",low,Neutral
The Civil Wars,04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,0.492,0.145,2,-14.504,0,0.0422,0.872,9.68e-06,0.107,0.218,90.078,51,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,0,"['acoustic_pop', 'indie_folk', 'neo_mellow', 'new_americana', 'stomp_and_holler']",low,Neutral
KT Tunstall,3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,0.447,0.555,2,-6.018,1,0.0349,0.218,3.46e-06,0.124,0.33,117.888,59,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,0,"['ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'scottish_singer-songwriter']",high,Positive
KT Tunstall,7DYsBLdOqz0z14tYWMt2Tn,Hold On,0.661,0.937,4,-5.157,0,0.0979,0.322,1.04e-06,0.19,0.805,105.549,59,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,0,"['ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'scottish_singer-songwriter']",low,Neutral
KT Tunstall,7cPuE0M35EajWPRO3nRcH8,Suddenly I See,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,59,ectofolk lilith neo_mellow pop_rock scottish_singer-songwriter,0,"['ectofolk', 'lilith', 'neo_mellow', 'pop_rock', 'scottish_singer-songwriter']",high,Neutral
Motohiro Hata,0U32q8CZRRo7xCzyiaZw5f,Rain,0.626,0.655,9,-6.69,1,0.0263,0.503,0.0,0.13,0.542,92.003,51,j-acoustic j-pop j-rock japanese_singer-songwriter,49,"['j-acoustic', 'j-pop', 'j-rock', 'japanese_singer-songwriter']",low,Neutral
Callum J Wright,4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,0.794,0.38,10,-8.769,0,0.0477,0.762,0.0,0.262,0.617,114.99,42,acoustic_cover,39,['acoustic_cover'],low,Neutral
Andrew Belle,3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),0.52,0.279,5,-10.739,0,0.0547,0.894,0.000105,0.103,0.0951,69.642,50,acoustic_pop,49,['acoustic_pop'],low,Neutral
Boyce Avenue,1PR5pyPiOEEQ02oJYq402x,Mirrors,0.545,0.658,1,-7.174,1,0.0474,0.496,0.0,0.105,0.683,76.971,65,acoustic_cover neo_mellow viral_pop,54,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Boyce Avenue,068qo0w1Ki0cjnFYOUhAm2,Stand by Me,0.728,0.266,8,-7.322,1,0.0293,0.872,1.03e-05,0.114,0.307,115.189,65,acoustic_cover neo_mellow viral_pop,55,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Gabrielle Aplin,2RFt6ZWQbr9mPhsft9u9eX,Losing Me,0.66,0.407,7,-8.381,1,0.0571,0.236,0.0,0.109,0.257,133.86,51,acoustic_pop indie_anthem-folk neo-singer-songwriter uk_pop viral_pop,0,"['acoustic_pop', 'indie_anthem-folk', 'neo-singer-songwriter', 'uk_pop', 'viral_pop']",low,Neutral
Mone Kamishiraishi,59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,0.357,0.161,8,-10.667,1,0.0388,0.971,1.4e-05,0.358,0.325,83.449,39,j-acoustic j-pop,45,"['j-acoustic', 'j-pop']",low,Neutral
John Adams,0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,0.479,0.154,2,-11.282,1,0.0352,0.915,0.0,0.0974,0.36,147.207,49,acoustic_cover,55,['acoustic_cover'],high,Positive
Kitri,0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,32,j-acoustic,42,['j-acoustic'],low,Neutral
Tyler Ward,7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,0.7,0.454,7,-10.39,0,0.0388,0.55,0.0022,0.121,0.34,80.011,47,acoustic_cover viral_pop,4,"['acoustic_cover', 'viral_pop']",low,Neutral
Boyce Avenue,4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,0.402,0.197,5,-10.775,1,0.0295,0.858,1.05e-06,0.114,0.148,100.044,65,acoustic_cover neo_mellow viral_pop,57,"['acoustic_cover', 'neo_mellow', 'viral_pop']",high,Positive
Andrew Belle,4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),0.507,0.378,9,-9.019,1,0.0332,0.852,0.000212,0.0937,0.085,135.86,50,acoustic_pop,47,['acoustic_pop'],high,Neutral
Ben Woodward,1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),0.619,0.226,4,-13.453,1,0.0641,0.959,4.42e-05,0.106,0.188,124.96,43,acoustic_chill,36,['acoustic_chill'],low,Neutral
Augustana,2WZyfujzMweFLnozyUJBkW,Boston,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,42,acoustic_pop neo_mellow piano_rock pop_rock,59,"['acoustic_pop', 'neo_mellow', 'piano_rock', 'pop_rock']",low,Neutral
Matthew Perryman Jones,6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,0.418,0.79,4,-6.599,0,0.0506,0.0284,9.96e-06,0.117,0.197,175.975,36,acoustic_pop,51,['acoustic_pop'],low,Neutral
Boyce Avenue,5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,0.633,0.299,11,-7.798,1,0.0353,0.833,0.0,0.109,0.341,147.549,65,acoustic_cover neo_mellow viral_pop,58,"['acoustic_cover', 'neo_mellow', 'viral_pop']",low,Neutral
Andrew Foy,08OjvLnGR3M0HUhcePeMNO,death bed (coffee for your head),0.565,0.0392,1,-28.276,1,0.045,0.835,0.183,0.117,0.601,125.399,39,acoustic_guitar_cover,41,['acoustic_guitar_cover'],low,Neutral
Kina Grannis,65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,0.664,0.0755,10,-19.836,1,0.0389,0.91,0.0,0.164,0.575,80.004,57,acoustic_pop viral_pop,0,"['acoustic_pop', 'viral_pop']",low,Neutral
Ray LaMontagne,3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,0.65,0.271,9,-11.081,1,0.0314,0.794,6.9e-05,0.196,0.21,78.036,59,acoustic_pop indie_folk neo_mellow new_americana stomp_and_holler,49,"['acoustic_pop', 'indie_folk', 'neo_mellow', 'new_americana', 'stomp_and_holler']",high,Positive
Meg Birch,5O9R57EozcpLKGQBzadPVy,Only Love Can Hurt Like This,0.534,0.213,1,-8.64,1,0.0283,0.884,0.0,0.107,0.0998,98.385,33,acoustic_cover jazz_cover,29,"['acoustic_cover', 'jazz_cover']",high,Positive
Catherine Feeny,6ta5yavnnEfCE4faU0jebM,Mr Blue,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,35,unknown,52,['unknown'],low,Neutral
Joshua Hyslop,7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,0.409,0.234,3,-13.711,1,0.0323,0.338,5e-05,0.0895,0.145,139.832,45,acoustic_pop indiecoustica,40,"['acoustic_pop', 'indiecoustica']",low,Neutral
Ross Copperman,5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,0.502,0.53,2,-9.573,1,0.0266,0.805,0.000738,0.0728,0.102,78.046,39,acoustic_pop piano_rock,47,"['acoustic_pop', 'piano_rock']",low,Neutral
JJ Heller,4zcMBfbQZvBSHQBGDd6gsN,You Already Know,0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,52,indiecoustica,51,['indiecoustica'],low,Neutral
Ben Woodward,7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),0.585,0.724,1,-6.513,0,0.0745,0.315,0.0681,0.0448,0.333,187.484,43,acoustic_chill,36,['acoustic_chill'],low,Neutral
