artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Hugh Masekela,4Z02tygBhQ3PZXKvwAl44s,District Six - Live,0.778,0.711,7,-11.367,1,0.0643,0.352,0.0473,0.969,0.858,108.127,41,afropop jazz_trumpet south_african_jazz,0,"['afropop', 'jazz_trumpet', 'south_african_jazz']",high,Positive
Criolo,1Yxukx85EzhKgZpzbNywQv,Não Existe Amor Em SP - Live,0.285,0.734,5,-6.956,0,0.0506,0.3,0.0231,0.903,0.243,140.224,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,34,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",high,Positive
Hugh Masekela,54OvaGEkwX2FnqIMS05S82,Women Of The Sun,0.806,0.478,5,-11.387,0,0.107,0.77,0.00036,0.0856,0.959,89.938,41,afropop jazz_trumpet south_african_jazz,0,"['afropop', 'jazz_trumpet', 'south_african_jazz']",low,Neutral
Criolo,3xfUu8alkwuMg8UBht9TtW,Bogotá - Live,0.532,0.908,5,-6.124,0,0.238,0.367,0.000142,0.992,0.737,126.229,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,31,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",high,Positive
Jackie Mittoo,3MZm4t1kRJ2e5JyaYQpjrF,Black Organ,0.837,0.598,1,-9.047,0,0.181,0.391,0.238,0.0598,0.983,145.219,35,dub hammond_organ reggae rocksteady,23,"['dub', 'hammond_organ', 'reggae', 'rocksteady']",high,Negative
Manu Dibango,33NVGT7agcN1ems0OLUlCX,Dikalo - Remix 97,0.784,0.869,2,-6.595,1,0.0369,0.0107,0.83,0.0422,0.672,99.175,43,afrobeat afropop makossa world,0,"['afrobeat', 'afropop', 'makossa', 'world']",low,Neutral
Ernest Ranglin,14XaLZBDGnMY4313d4G51A,Stop That Train,0.766,0.375,5,-13.456,1,0.0763,0.297,0.862,0.128,0.62,81.626,38,afrobeat,0,['afrobeat'],low,Neutral
Calle 13,1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,0.829,0.878,9,-5.951,1,0.101,0.0959,0.0,0.776,0.883,87.991,65,latin_afrobeat latin_alternative latin_hip_hop latin_rock puerto_rican_rock rap_conciencia reggaeton rock_en_espanol,74,"['latin_afrobeat', 'latin_alternative', 'latin_hip_hop', 'latin_rock', 'puerto_rican_rock', 'rap_conciencia', 'reggaeton', 'rock_en_espanol']",low,Neutral
El Michels Affair,0FLmR0blAIztjE7YsQpoYc,Shimmy Shimmy Ya,0.605,0.666,11,-5.77,1,0.0413,0.0234,0.647,0.0841,0.0865,100.138,49,afrobeat funk instrumental_soul,50,"['afrobeat', 'funk', 'instrumental_soul']",low,Neutral
Ali Farka Touré,37IbDeC2CfODD3OGcAO8Vd,Ruby,0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,45,afropop desert_blues malian_blues mande_pop world,49,"['afropop', 'desert_blues', 'malian_blues', 'mande_pop', 'world']",low,Neutral
Criolo,4CA1DhfgMg9iRDibIgTu1f,4 da Manhã,0.6,0.476,0,-8.558,0,0.084,0.7,0.00488,0.104,0.572,142.033,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,0,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",low,Neutral
BaianaSystem,7CJkTdcKr5NSlgSBAKTTD5,Água (Versão Estendida),0.74,0.8,7,-6.65,0,0.0422,0.211,0.0969,0.11,0.763,96.998,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,28,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Jorge Drexler,5mvGbNjKaqB63vFdN2MZ7m,Organdí,0.531,0.249,2,-10.041,1,0.0866,0.759,0.0812,0.0909,0.106,104.039,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,28,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Los Amigos Invisibles,2oOMI7Jf9Lo2801cgqepQf,Sólo los dos (feat. Ferraz),0.806,0.573,6,-9.905,0,0.0557,0.317,0.125,0.149,0.696,104.994,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,30,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Afrocidade,25WjhzidELBiE8WBROJIRs,Tô pra Onda,0.71,0.846,4,-3.981,0,0.0479,0.0798,0.00352,0.395,0.505,118.025,23,afrobeat_brasileiro afrofuturismo_brasileiro,0,"['afrobeat_brasileiro', 'afrofuturismo_brasileiro']",low,Neutral
Los Amigos Invisibles,2rrptPZG55VZPKE2LzLFsO,Eres Mis Ganas,0.562,0.876,5,-4.999,0,0.0356,0.00127,0.00513,0.265,0.547,124.003,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,32,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Calle 13,4iCQH7UCZiB1Tj35BPKFoN,Bienvenidos A Mi Mundo,0.658,0.715,10,-7.416,0,0.269,0.0174,0.0,0.307,0.543,189.895,65,latin_afrobeat latin_alternative latin_hip_hop latin_rock puerto_rican_rock rap_conciencia reggaeton rock_en_espanol,32,"['latin_afrobeat', 'latin_alternative', 'latin_hip_hop', 'latin_rock', 'puerto_rican_rock', 'rap_conciencia', 'reggaeton', 'rock_en_espanol']",low,Neutral
OQuadro,63TbBqehgYbVYaj7vt7OAf,Tá Amarrado,0.881,0.834,0,-5.625,1,0.175,0.216,3.97e-05,0.127,0.941,94.967,18,afrobeat_brasileiro afrofuturismo_brasileiro rap_baiano,0,"['afrobeat_brasileiro', 'afrofuturismo_brasileiro', 'rap_baiano']",low,Neutral
Nomade Orquestra,2KDD9eK8UrlbxKjx5XodvL,Agente Russo,0.724,0.902,7,-6.758,1,0.0322,0.102,0.000205,0.386,0.385,122.023,22,afrobeat_brasileiro afrofuturismo_brasileiro brass_band_brasileiro brazilian_indie latin_afrobeat,27,"['afrobeat_brasileiro', 'afrofuturismo_brasileiro', 'brass_band_brasileiro', 'brazilian_indie', 'latin_afrobeat']",low,Neutral
BaianaSystem,0DaMxhrFFLWFSs41y64XdP,Alfazema,0.677,0.929,5,-6.017,0,0.0418,0.309,0.00129,0.318,0.709,129.996,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,36,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Jorge Drexler,5LgIR0Fzfc9vJy2Yx4WI0P,Crece,0.649,0.51,5,-11.928,1,0.228,0.466,0.00202,0.0983,0.476,174.931,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,29,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Romperayo,3c3SlCmGqAULLHI3eGuHTK,Alegria por un Zumo de Naranja Con Panela,0.6,0.65,5,-16.989,1,0.0412,0.000416,0.795,0.178,0.868,131.078,15,latin_afrobeat,21,['latin_afrobeat'],low,Neutral
Criolo,09CcTt968KvhCgNMfoWgsl,Cóccix-ência,0.564,0.903,1,-6.173,1,0.0786,0.0221,0.00198,0.3,0.568,164.047,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,0,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",low,Neutral
Los Amigos Invisibles,6sJRYw9CnzDyZ3mBOAVtNN,Dulce,0.758,0.819,11,-5.945,0,0.0528,0.0646,0.000168,0.138,0.827,117.971,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,30,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
William Onyeabor,52DcY4RSDQzvEEdLp1q02h,Ride On Baby - 1977 Version,0.519,0.804,7,-4.716,0,0.084,0.696,0.268,0.0947,0.841,104.883,37,afrobeat afropop,27,"['afrobeat', 'afropop']",low,Neutral
Jorge Drexler,4Gk58WahIU0EfGR6P0T8Tm,La nieve en la bola de nieve,0.457,0.231,2,-17.316,1,0.0597,0.759,0.523,0.11,0.444,133.083,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,28,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
BaianaSystem,3T7LettdukEd5Kf1s6MII4,Raminho,0.588,0.711,0,-8.105,1,0.038,0.924,0.00698,0.31,0.951,145.818,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,35,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
BaianaSystem,32XyUNQGL33AqoRBNlW4OS,"Oxe, Como Era Doce",0.69,0.695,2,-10.241,1,0.036,0.0186,0.00351,0.456,0.564,106.032,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,33,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Jorge Drexler,1wLaZctzZCnr9NJNZOjcVY,Uno,0.715,0.686,1,-9.727,1,0.036,0.227,0.657,0.11,0.86,130.945,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,28,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Plastilina Mosh,382pQ7OIddHeCHHdaFxyYn,Ode To Mauricio Garces,0.463,0.718,4,-11.202,1,0.0275,0.205,0.0874,0.0541,0.855,174.112,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,29,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
Jorge Drexler,1wYgb2WSoI95dYx2STlgDk,Aquiles por su talón es Aquiles,0.523,0.282,9,-11.418,1,0.0791,0.776,0.00288,0.0819,0.317,132.44,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,28,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Samuca e a Selva,3irY15zmv8TmHe8leleLbN,Madurar,0.716,0.713,0,-6.294,0,0.0289,0.41,0.00067,0.153,0.896,119.957,26,latin_afrobeat nova_mpb,0,"['latin_afrobeat', 'nova_mpb']",low,Neutral
Plastilina Mosh,6awMoxUFFPfHusyCQAhxDA,Te Lo Juro Por Madonna (Si Omba Ta Gueno),0.539,0.968,9,-5.323,0,0.0476,0.00049,0.0616,0.169,0.673,98.113,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,32,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
BaianaSystem,6oNlBZwqefXprM721Bmksi,A Vida É Curta Pra Viver Depois,0.682,0.703,8,-6.92,1,0.0531,0.356,0.00012,0.116,0.575,91.973,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,26,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Plastilina Mosh,3TcfOu4zC7qIXJEz30egWs,Bungaloo Punta Cometa,0.744,0.771,6,-9.034,0,0.0892,0.608,0.052,0.103,0.661,149.822,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,32,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
BaianaSystem,438mvglmmUAmK8OARQqFvd,Dança de Airumã,0.683,0.862,7,-4.55,0,0.0619,0.157,0.00298,0.297,0.609,108.001,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,32,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
BaianaSystem,2dyDSWM5tzbssqqN4LyGCV,"Barravenida, Pt. 2",0.532,0.844,0,-6.393,1,0.104,0.18,0.000174,0.0869,0.0822,137.954,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,29,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Bixiga 70,0eaOuJKKnxlUoQqgMnEait,Desengano da Vista,0.535,0.644,0,-8.617,0,0.0442,0.543,0.918,0.0939,0.744,149.872,29,afrobeat_brasileiro afrofuturismo_brasileiro brass_band_brasileiro brazilian_indie instrumental_funk latin_afrobeat nova_mpb,22,"['afrobeat_brasileiro', 'afrofuturismo_brasileiro', 'brass_band_brasileiro', 'brazilian_indie', 'instrumental_funk', 'latin_afrobeat', 'nova_mpb']",low,Neutral
Samuca e a Selva,3apWATxafGDKl8YxTwbiTx,Flores Raras,0.713,0.605,1,-8.45,1,0.0348,0.733,3.13e-06,0.552,0.885,100.014,26,latin_afrobeat nova_mpb,0,"['latin_afrobeat', 'nova_mpb']",low,Neutral
BaianaSystem,79V8ZpQFYAICfLFHEhJq7T,Mercado,0.596,0.394,10,-12.497,1,0.0334,0.94,0.431,0.321,0.694,97.048,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,38,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Metá Metá,3TyQrs62Ma2oMsDZkayXFM,Obá Iná,0.605,0.708,9,-5.546,0,0.0923,0.425,0.0,0.229,0.708,113.755,31,brazilian_indie latin_afrobeat nova_mpb nova_musica_paulista,0,"['brazilian_indie', 'latin_afrobeat', 'nova_mpb', 'nova_musica_paulista']",low,Neutral
Jorge Drexler,7zUyeooUE7M4sl06eas3uE,Río abajo,0.718,0.46,9,-11.107,1,0.0272,0.646,0.0012,0.123,0.509,95.564,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,29,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Plastilina Mosh,49NyAaqgD1KExP3L9IgqT8,Niño Bomba,0.73,0.775,1,-8.161,1,0.0372,0.000472,0.00188,0.0833,0.491,107.153,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,36,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
BaianaSystem,7skh6P9IoZ4wQBqTHd0xku,Calamatraca,0.657,0.72,9,-6.375,0,0.0858,0.00356,0.000948,0.0809,0.413,142.006,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,30,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Orquestra Brasileira de Música Jamaicana,74FgXyMVJm4muoRSZQRCVw,O Guarani,0.683,0.783,6,-7.155,0,0.0438,0.0941,0.84,0.104,0.634,141.94,22,afrobeat_brasileiro brass_band_brasileiro brazilian_indie brazilian_ska,25,"['afrobeat_brasileiro', 'brass_band_brasileiro', 'brazilian_indie', 'brazilian_ska']",low,Neutral
Tony Allen,7COvgWy22fTEwQWcc5bBZd,Ikeja Roads,0.777,0.598,2,-13.803,0,0.0412,0.023,0.89,0.106,0.684,100.007,42,afrobeat afropop world,31,"['afrobeat', 'afropop', 'world']",low,Neutral
Jorge Drexler,6qXJn6TJ6bTajeRdGApJ47,La infidelidad de la era informática,0.801,0.423,9,-4.918,0,0.0703,0.486,0.0106,0.0934,0.468,139.987,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,28,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Hugh Masekela,3WlPw1UubxqvzMhO739BU8,Bambezela,0.767,0.815,7,-9.309,1,0.0397,0.31,0.000122,0.142,0.787,111.992,41,afropop jazz_trumpet south_african_jazz,0,"['afropop', 'jazz_trumpet', 'south_african_jazz']",low,Neutral
BaianaSystem,2jR9xbXmW7L5W2qMLQprBy,Chapéu Panamá,0.824,0.932,7,-4.664,1,0.256,0.414,0.0136,0.0594,0.471,105.01,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,34,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Criolo,1b0rnT35mqbls6Mh1EwVwE,Lion Man - Live,0.438,0.702,2,-6.294,0,0.0405,0.587,0.0,0.504,0.249,84.176,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,29,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",high,Positive
Los Amigos Invisibles,6RgUXAzzRljhYRI78809Vx,Sex Appeal,0.758,0.728,0,-5.127,1,0.044,0.00343,0.000182,0.294,0.846,120.961,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,30,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Los Amigos Invisibles,3kn7d9avE3lqlhmOK05O2X,Corazón Tatú,0.687,0.876,7,-6.438,1,0.0344,0.00421,0.0328,0.139,0.884,126.015,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,31,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
CalledOut Music,3lZqJ8lyCWUobZLJ0vIr0w,Thank You Lord,0.714,0.44,2,-10.676,1,0.0953,0.319,0.000148,0.0685,0.532,91.997,50,christian_afrobeat,52,['christian_afrobeat'],low,Neutral
Ali Farka Touré,5ksSzUpY892Gga1BlDN9ey,Ai Du (with Ry Cooder),0.57,0.225,5,-17.168,0,0.029,0.306,0.0586,0.0689,0.408,151.78,45,afropop desert_blues malian_blues mande_pop world,53,"['afropop', 'desert_blues', 'malian_blues', 'mande_pop', 'world']",low,Neutral
Bang Data,3V9QiKuxrKSX5TspNd0MlV,Bang Data,0.605,0.835,6,-6.477,0,0.14,0.0764,0.0,0.122,0.903,171.958,22,latin_afrobeat latinx_alternative,42,"['latin_afrobeat', 'latinx_alternative']",low,Neutral
QUITAPENAS,3ZYakLJ3Qva6MlVXmxnjmv,La Educación,0.497,0.916,9,-3.984,1,0.103,0.0774,1.97e-05,0.0635,0.934,136.705,12,latin_afrobeat,13,['latin_afrobeat'],low,Neutral
Morbo y Mambo,3HQwAn3gDAfxTjXd93OhEv,gorila,0.742,0.617,5,-10.134,0,0.044,0.397,0.888,0.14,0.847,101.999,28,argentine_indie latin_afrobeat,26,"['argentine_indie', 'latin_afrobeat']",low,Neutral
Plastilina Mosh,3H4VxEjsbVroJdqIYkWE3z,Shampoo,0.716,0.509,2,-6.926,1,0.0753,0.683,0.891,0.0884,0.374,170.117,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,33,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
Los Amigos Invisibles,60RAYSlPmLbMwNF0UQRq54,Canción Ecológica,0.76,0.649,6,-9.064,0,0.0579,0.0417,0.0,0.0825,0.715,105.009,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,19,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Los Amigos Invisibles,6i1eq94lroJKzDqz3ocjbC,Disco Ball,0.754,0.818,6,-7.047,0,0.0342,0.000998,6.26e-05,0.93,0.78,105.0,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,24,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Letta Mbulu,5CQaB5tweelW95KQUn1j2S,There's Music In The Air,0.607,0.34,9,-15.83,1,0.0486,0.826,0.344,0.0752,0.667,143.074,35,afropop south_african_jazz,29,"['afropop', 'south_african_jazz']",low,Neutral
Tony Allen,3aYnx0DinQBKrjS5OjSDEq,Go Back,0.501,0.911,7,-6.49,0,0.154,0.0342,0.165,0.512,0.724,82.34,42,afrobeat afropop world,0,"['afrobeat', 'afropop', 'world']",low,Neutral
Los Amigos Invisibles,0H3GpvGeVrCXu0opyBwXs3,Contigo,0.642,0.933,5,-5.562,1,0.0431,0.00928,2.31e-05,0.337,0.743,131.982,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,28,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
Subhira,7dzIHCPzvdmVpIjgE0Hidr,Cumbia Elemental,0.555,0.623,2,-7.464,1,0.0916,0.258,8.17e-05,0.259,0.464,90.922,12,latin_afrobeat,17,['latin_afrobeat'],low,Neutral
La Misa Negra,1CppY4y3oYEv6NIC4w9irf,Acosadora - Radio Edit,0.634,0.892,9,-4.395,0,0.0519,0.0183,0.000177,0.233,0.648,99.998,14,latin_afrobeat latinx_alternative,22,"['latin_afrobeat', 'latinx_alternative']",low,Neutral
Plastilina Mosh,76Id5YpwGnoxtFNceLXFMY,JAJAJA,0.714,0.889,0,-4.857,1,0.0367,0.0483,4.02e-05,0.413,0.935,122.757,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,28,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
Plastilina Mosh,0HaeGQdShN9VUjakBQfrp6,Enzo,0.735,0.864,1,-4.801,1,0.0742,0.00434,0.598,0.765,0.851,90.037,50,electro_latino latin_afrobeat latin_alternative mexican_rock rock_en_espanol,25,"['electro_latino', 'latin_afrobeat', 'latin_alternative', 'mexican_rock', 'rock_en_espanol']",low,Neutral
Juanafé,1sleIdUSkIg36nTMf10XPe,Fuiste un Trozo de Hielo en la Escarcha,0.714,0.532,7,-9.327,1,0.0296,0.573,0.0,0.0909,0.795,129.972,32,chilean_rock cumbia_chilena latin_afrobeat,17,"['chilean_rock', 'cumbia_chilena', 'latin_afrobeat']",low,Neutral
Jorge Drexler,0FMXE6Tkdurx7pPcSfIezB,Sea - Cara B,0.466,0.342,7,-15.497,1,0.195,0.746,1.74e-05,0.582,0.628,120.066,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,26,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Newen Afrobeat,4lCTl376EHJc2DMFkCtOPY,Chaltumay,0.789,0.869,8,-6.758,1,0.0482,0.168,0.391,0.0944,0.909,124.947,27,latin_afrobeat,24,['latin_afrobeat'],low,Neutral
Newen Afrobeat,63nOQpjvgznL7lF5tEwsCs,Caminante,0.604,0.904,6,-5.338,0,0.0483,0.0787,0.708,0.144,0.557,92.962,27,latin_afrobeat,21,['latin_afrobeat'],low,Neutral
Juanafé,3AWPLOOFNh8vxh8yS5z8dj,Como Ayer,0.732,0.613,1,-8.872,0,0.0352,0.765,1.16e-06,0.137,0.924,102.481,32,chilean_rock cumbia_chilena latin_afrobeat,25,"['chilean_rock', 'cumbia_chilena', 'latin_afrobeat']",low,Neutral
BaianaSystem,7DGciw6JNzvNtdmvvANsHV,Barravenida,0.646,0.651,7,-10.789,0,0.0328,0.0025,0.739,0.17,0.672,133.985,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,19,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
BaianaSystem,058beKosGKglMtEQ3sZwq6,Corneteiro Luís,0.762,0.858,9,-4.589,0,0.0313,0.321,0.0629,0.276,0.836,126.005,51,afrobeat_brasileiro brazilian_indie dub_brasileiro manguebeat mpb nova_mpb pop_nacional samba_reggae,24,"['afrobeat_brasileiro', 'brazilian_indie', 'dub_brasileiro', 'manguebeat', 'mpb', 'nova_mpb', 'pop_nacional', 'samba_reggae']",low,Neutral
Jorge Drexler,15F5w6GELfrYu4M4Wq02Nt,De amor y de casualidad,0.741,0.564,9,-9.052,1,0.051,0.225,6.71e-05,0.0964,0.359,117.859,61,cantautor latin_afrobeat latin_alternative latin_rock nueva_cancion trova,27,"['cantautor', 'latin_afrobeat', 'latin_alternative', 'latin_rock', 'nueva_cancion', 'trova']",low,Neutral
Mandrill,7Fy5yxwDFi71dQId1TEMjV,Mango Meat,0.596,0.686,2,-7.915,1,0.103,0.28,0.00969,0.0726,0.729,103.949,30,funk jazz_funk latin_afrobeat p_funk soul_jazz,20,"['funk', 'jazz_funk', 'latin_afrobeat', 'p_funk', 'soul_jazz']",low,Neutral
Criolo,49ieDVc3fyaSV6QUiusAWG,Língua Felina,0.77,0.797,0,-4.778,1,0.0345,0.555,0.000122,0.0928,0.964,96.879,55,afrobeat_brasileiro brazilian_hip_hop brazilian_reggae latin_afrobeat manguebeat,0,"['afrobeat_brasileiro', 'brazilian_hip_hop', 'brazilian_reggae', 'latin_afrobeat', 'manguebeat']",low,Neutral
Los Amigos Invisibles,5zY1AEroeKrcz3t97TJZSN,Como te Gusta (feat. C-Funk & McKlopedia),0.84,0.632,5,-7.338,0,0.0599,0.0674,0.0,0.164,0.764,93.985,56,latin_afrobeat latin_alternative latin_funk latin_rock rock_en_espanol venezuelan_indie venezuelan_rock,20,"['latin_afrobeat', 'latin_alternative', 'latin_funk', 'latin_rock', 'rock_en_espanol', 'venezuelan_indie', 'venezuelan_rock']",low,Neutral
